PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
31533349,Kinetics of Flavoenzyme-Catalyzed Reduction of Tirapazamine Derivatives: Implications for Their Prooxidant Cytotoxicity,"Nemeikaitė-Čėnienė A, Šarlauskas J, Jonušienė V, Marozienė A, Misevičienė L, Yantsevich AV, Čėnas N.",Int J Mol Sci. 2019 Sep 17;20(18):4602. doi: 10.3390/ijms20184602.,Nemeikaitė-Čėnienė A,Int J Mol Sci,2019,2019/9/20,PMC6769651,,10.3390/ijms20184602
31457004,Liquid Chromatography-Tandem Mass Spectrometry Analysis of Acetaminophen Covalent Binding to Glutathione S-Transferases,"Geib T, Lento C, Wilson DJ, Sleno L.",Front Chem. 2019 Aug 13;7:558. doi: 10.3389/fchem.2019.00558. eCollection 2019.,Geib T,Front Chem,2019,2019/8/29,PMC6700392,,10.3389/fchem.2019.00558
31440781,A novel GC-MS methodology to evaluate aromatase activity in human placental microsomes: a comparative study with the standard radiometric assay,"Augusto TV, Cunha SC, Amaral C, Fernandes JO, da Silva ET, Roleira FFM, Teixeira N, Correia-da-Silva G.",Anal Bioanal Chem. 2019 Oct;411(26):7005-7013. doi: 10.1007/s00216-019-02076-7. Epub 2019 Aug 22.,Augusto TV,Anal Bioanal Chem,2019,2019/8/24,,,10.1007/s00216-019-02076-7
31379745,Analysis of Corticosterone and Testosterone Synthesis in Rat Salivary Gland Homogenates,"Ieko T, Sasaki H, Maeda N, Fujiki J, Iwano H, Yokota H.",Front Endocrinol (Lausanne). 2019 Jul 17;10:479. doi: 10.3389/fendo.2019.00479. eCollection 2019.,Ieko T,Front Endocrinol (Lausanne),2019,2019/8/6,PMC6650613,,10.3389/fendo.2019.00479
31366067,Interspecies Variation in NCMN-O-Demethylation in Liver Microsomes from Various Species,"Dai Z, Sun G, Yang J, Hou J, Zhou P, Xie W, Ge G, Sun X, Yang L.",Molecules. 2019 Jul 30;24(15):2765. doi: 10.3390/molecules24152765.,Dai Z,Molecules,2019,2019/8/2,PMC6695839,,10.3390/molecules24152765
31317382,Coupling natural systems with synthetic chemistry for light-driven enzymatic biocatalysis,"Zheng D, Zhang Y, Liu X, Wang J.",Photosynth Res. 2020 Feb;143(2):221-231. doi: 10.1007/s11120-019-00660-7. Epub 2019 Jul 17.,Zheng D,Photosynth Res,2020,2019/7/19,,,10.1007/s11120-019-00660-7
31305515,"Enzymatic Synthesis of Epoxidized Metabolites of Docosahexaenoic, Eicosapentaenoic, and Arachidonic Acids","Woodman JW, Cinelli MA, Scharmen-Burgdolf A, Lee KSS.",J Vis Exp. 2019 Jun 28;(148):10.3791/59770. doi: 10.3791/59770.,Woodman JW,J Vis Exp,2019,2019/7/16,PMC8274592,NIHMS1676031,10.3791/59770
31222964,Pyridine nucleotide regulation of hepatic endoplasmic reticulum calcium uptake,"Wang X, Mick G, McCormick K.",Physiol Rep. 2019 Jul;7(12):e14151. doi: 10.14814/phy2.14151.,Wang X,Physiol Rep,2019,2019/6/22,PMC6586769,,10.14814/phy2.14151
31214030,Enzymatic Activities of CYP3A4 Allelic Variants on Quinine 3-Hydroxylation In Vitro,"Zhou XY, Hu XX, Wang CC, Lu XR, Chen Z, Liu Q, Hu GX, Cai JP.",Front Pharmacol. 2019 May 31;10:591. doi: 10.3389/fphar.2019.00591. eCollection 2019.,Zhou XY,Front Pharmacol,2019,2019/6/20,PMC6555127,,10.3389/fphar.2019.00591
31206992,Guanitrypmycin Biosynthetic Pathways Imply Cytochrome P450 Mediated Regio- and Stereospecific Guaninyl-Transfer Reactions,"Liu J, Xie X, Li SM.",Angew Chem Int Ed Engl. 2019 Aug 12;58(33):11534-11540. doi: 10.1002/anie.201906891. Epub 2019 Jul 5.,Liu J,Angew Chem Int Ed Engl,2019,2019/6/18,,,10.1002/anie.201906891
31086662,"Frequency of CYP2C9 (*2, *3 and IVS8-109A>T) allelic variants, and their clinical implications, among Mexican patients with diabetes mellitus type 2 undergoing treatment with glibenclamide and metformin","Cuautle-Rodríguez P, Rodríguez-Rivera N, De Andrés F, Castillo-Nájera F, Llerena A, Molina-Guarneros JA.",Biomed Rep. 2019 May;10(5):283-295. doi: 10.3892/br.2019.1204. Epub 2019 Apr 4.,Cuautle-Rodríguez P,Biomed Rep,2019,2019/5/16,PMC6489535,,10.3892/br.2019.1204
31073063,RETRACTED: Site-selective enzymatic C‒H amidation for synthesis of diverse lactams,"Cho I, Jia ZJ, Arnold FH.",Science. 2019 May 10;364(6440):575-578. doi: 10.1126/science.aaw9068. Epub 2019 May 9.,Cho I,Science,2019,2019/5/11,,,10.1126/science.aaw9068
30976164,"Production of ginsenoside aglycone (protopanaxatriol) and male sterility of transgenic tobacco co-overexpressing three Panax ginseng genes: PgDDS, CYP716A47, and CYP716A53v2","Gwak YS, Han JY, Choi YE.",J Ginseng Res. 2019 Apr;43(2):261-271. doi: 10.1016/j.jgr.2018.02.005. Epub 2018 Feb 15.,Gwak YS,J Ginseng Res,2019,2019/4/13,PMC6437448,,10.1016/j.jgr.2018.02.005
30975626,Enzymatic activation of indolequinone-substituted 5-fluorodeoxyuridine prodrugs in hypoxic cells,"Jiho Y, Kurihara R, Kawai K, Yamada H, Uto Y, Tanabe K.",Bioorg Med Chem Lett. 2019 Jun 1;29(11):1304-1307. doi: 10.1016/j.bmcl.2019.04.003. Epub 2019 Apr 4.,Jiho Y,Bioorg Med Chem Lett,2019,2019/4/13,,,10.1016/j.bmcl.2019.04.003
30915061,A Quantum Mechanism Study of the C-C Bond Cleavage to Predict the Bio-Catalytic Polyethylene Degradation,"Xu J, Cui Z, Nie K, Cao H, Jiang M, Xu H, Tan T, Liu L.",Front Microbiol. 2019 Mar 12;10:489. doi: 10.3389/fmicb.2019.00489. eCollection 2019.,Xu J,Front Microbiol,2019,2019/3/28,PMC6422906,,10.3389/fmicb.2019.00489
30884325,Electrochemical simulation of metabolism for antitumor-active imidazoacridinone C-1311 and in silico prediction of drug metabolic reactions,"Potęga A, Żelaszczyk D, Mazerska Z.",J Pharm Biomed Anal. 2019 May 30;169:269-278. doi: 10.1016/j.jpba.2019.03.017. Epub 2019 Mar 9.,Potęga A,J Pharm Biomed Anal,2019,2019/3/19,,,10.1016/j.jpba.2019.03.017
30861252,Regio- and Enantio-selective Chemo-enzymatic C-H-Lactonization of Decanoic Acid to (S)-δ-Decalactone,"Manning J, Tavanti M, Porter JL, Kress N, De Visser SP, Turner NJ, Flitsch SL.",Angew Chem Int Ed Engl. 2019 Apr 16;58(17):5668-5671. doi: 10.1002/anie.201901242. Epub 2019 Mar 26.,Manning J,Angew Chem Int Ed Engl,2019,2019/3/13,,,10.1002/anie.201901242
30837155,Crystal structure of CYP76AH1 in 4-PI-bound state from Salvia miltiorrhiza,"Gu M, Wang M, Guo J, Shi C, Deng J, Huang L, Huang L, Chang Z.",Biochem Biophys Res Commun. 2019 Apr 16;511(4):813-819. doi: 10.1016/j.bbrc.2019.02.103. Epub 2019 Mar 2.,Gu M,Biochem Biophys Res Commun,2019,2019/3/7,,,10.1016/j.bbrc.2019.02.103
30778299,"Cytochrome P450 3A Enzymes Are Key Contributors for Hepatic Metabolism of Bufotalin, a Natural Constitute in Chinese Medicine Chansu","Dai ZR, Ning J, Sun GB, Wang P, Zhang F, Ma HY, Zou LW, Hou J, Wu JJ, Ge GB, Sun XB, Yang L.",Front Pharmacol. 2019 Feb 4;10:52. doi: 10.3389/fphar.2019.00052. eCollection 2019.,Dai ZR,Front Pharmacol,2019,2019/2/20,PMC6369212,,10.3389/fphar.2019.00052
30773590,A force awakens: exploiting solar energy beyond photosynthesis,"Russo DA, Zedler JAZ, Jensen PE.",J Exp Bot. 2019 Mar 27;70(6):1703-1710. doi: 10.1093/jxb/erz054.,Russo DA,J Exp Bot,2019,2019/2/19,PMC6436153,,10.1093/jxb/erz054
30747023,"Human mass balance, pharmacokinetics and metabolism of rovatirelin and identification of its metabolic enzymes in vitro","Kobayshi K, Abe Y, Kawai A, Furihata T, Harada H, Endo T, Takeda H.",Xenobiotica. 2019 Dec;49(12):1434-1446. doi: 10.1080/00498254.2019.1580796. Epub 2019 Mar 5.,Kobayshi K,Xenobiotica,2019,2019/2/13,,,10.1080/00498254.2019.1580796
30739814,Cytochrome P450 Monooxygenases in Biotechnology and Synthetic Biology,"Urlacher VB, Girhard M.",Trends Biotechnol. 2019 Aug;37(8):882-897. doi: 10.1016/j.tibtech.2019.01.001. Epub 2019 Feb 8.,Urlacher VB,Trends Biotechnol,2019,2019/2/12,,,10.1016/j.tibtech.2019.01.001
30568304,Enzymatic assembly of carbon-carbon bonds via iron-catalysed sp(3) C-H functionalization,"Zhang RK, Chen K, Huang X, Wohlschlager L, Renata H, Arnold FH.",Nature. 2019 Jan;565(7737):67-72. doi: 10.1038/s41586-018-0808-5. Epub 2018 Dec 19.,Zhang RK,Nature,2019,2018/12/21,PMC6440214,NIHMS1511383,10.1038/s41586-018-0808-5
30556496,Recent Advances in the Understanding of the Reaction Chemistries of the Heme Catabolizing Enzymes HO and BVR Based on High Resolution Protein Structures,"Sugishima M, Wada K, Fukuyama K.",Curr Med Chem. 2020;27(21):3499-3518. doi: 10.2174/0929867326666181217142715.,Sugishima M,Curr Med Chem,2020,2018/12/18,PMC7509768,,10.2174/0929867326666181217142715
30544772,Interfacing Digital Microfluidics with Ambient Mass Spectrometry Using SU-8 as Dielectric Layer,"Sathyanarayanan G, Haapala M, Sikanen T.",Micromachines (Basel). 2018 Dec 8;9(12):649. doi: 10.3390/mi9120649.,Sathyanarayanan G,Micromachines (Basel),2018,2018/12/15,PMC6316065,,10.3390/mi9120649
30453558,Comparative Analyses of Cytochrome P450s and Those Associated with Secondary Metabolism in Bacillus Species,"Mthethwa BC, Chen W, Ngwenya ML, Kappo AP, Syed PR, Karpoormath R, Yu JH, Nelson DR, Syed K.",Int J Mol Sci. 2018 Nov 16;19(11):3623. doi: 10.3390/ijms19113623.,Mthethwa BC,Int J Mol Sci,2018,2018/11/21,PMC6275058,,10.3390/ijms19113623
30395700,"A further insight into the metabolic profile of the nuclear receptor Rev-erb agonist, SR9009","Mazzarino M, Rizzato N, Stacchini C, de la Torre X, Botrè F.",Drug Test Anal. 2018 Nov;10(11-12):1670-1681. doi: 10.1002/dta.2538. Epub 2018 Nov 22.,Mazzarino M,Drug Test Anal,2018,2018/11/6,,,10.1002/dta.2538
30390537,A genetically-encoded synthetic self-assembled multienzyme complex of lipase and P450 fatty acid decarboxylase for efficient bioproduction of fatty alkenes,"Li F, Yang K, Xu Y, Qiao Y, Yan Y, Yan J.",Bioresour Technol. 2019 Jan;272:451-457. doi: 10.1016/j.biortech.2018.10.067. Epub 2018 Oct 26.,Li F,Bioresour Technol,2019,2018/11/4,,,10.1016/j.biortech.2018.10.067
30368017,Differences in diet and biotransformation enzymes of coral reef butterflyfishes between Australia and Hawaii,"Maldonado A, Nowicki J, Pratchett MS, Schlenk D.",Comp Biochem Physiol C Toxicol Pharmacol. 2019 Feb;216:1-9. doi: 10.1016/j.cbpc.2018.10.004. Epub 2018 Oct 24.,Maldonado A,Comp Biochem Physiol C Toxicol Pharmacol,2019,2018/10/28,,,10.1016/j.cbpc.2018.10.004
30258436,Heme Oxygenase-1 as a Modulator of Intestinal Inflammation Development and Progression,"Sebastián VP, Salazar GA, Coronado-Arrázola I, Schultz BM, Vallejos OP, Berkowitz L, Álvarez-Lobos MM, Riedel CA, Kalergis AM, Bueno SM.",Front Immunol. 2018 Sep 12;9:1956. doi: 10.3389/fimmu.2018.01956. eCollection 2018.,Sebastián VP,Front Immunol,2018,2018/9/28,PMC6143658,,10.3389/fimmu.2018.01956
30218927,From electrochemistry to enzyme kinetics of cytochrome P450,"Shumyantseva VV, Kuzikov AV, Masamrekh RA, Bulko TV, Archakov AI.",Biosens Bioelectron. 2018 Dec 15;121:192-204. doi: 10.1016/j.bios.2018.08.040. Epub 2018 Aug 23.,Shumyantseva VV,Biosens Bioelectron,2018,2018/9/16,,,10.1016/j.bios.2018.08.040
30212929,CYP2D6 genotypes in revolving door patients with bipolar disorders: A case series,"Seripa D, Lozupone M, Miscio G, Stella E, La Montagna M, Gravina C, Urbano M, di Mauro L, Daniele A, Greco A, Logroscino G, Panza F, Bellomo A.",Medicine (Baltimore). 2018 Sep;97(37):e11998. doi: 10.1097/MD.0000000000011998.,Seripa D,Medicine (Baltimore),2018,2018/9/15,PMC6155952,,10.1097/MD.0000000000011998
30205156,The serum vitamin D metabolome: What we know and what is still to discover,"Tuckey RC, Cheng CYS, Slominski AT.",J Steroid Biochem Mol Biol. 2019 Feb;186:4-21. doi: 10.1016/j.jsbmb.2018.09.003. Epub 2018 Sep 8.,Tuckey RC,J Steroid Biochem Mol Biol,2019,2018/9/12,PMC6342654,NIHMS1507761,10.1016/j.jsbmb.2018.09.003
30200601,Characteristics of Cyp11a during Gonad Differentiation of the Olive Flounder Paralichthys olivaceus,"Liang D, Fan Z, Zou Y, Tan X, Wu Z, Jiao S, Li J, Zhang P, You F.",Int J Mol Sci. 2018 Sep 6;19(9):2641. doi: 10.3390/ijms19092641.,Liang D,Int J Mol Sci,2018,2018/9/12,PMC6164156,,10.3390/ijms19092641
30183262,Copper-Catalyzed Radical Relay for Asymmetric Radical Transformations,"Wang F, Chen P, Liu G.",Acc Chem Res. 2018 Sep 18;51(9):2036-2046. doi: 10.1021/acs.accounts.8b00265. Epub 2018 Sep 5.,Wang F,Acc Chem Res,2018,2018/9/6,,,10.1021/acs.accounts.8b00265
30156099,Theoretical Insights into the Mechanism and Stereoselectivity of Olefin Cyclopropanation Catalyzed by Two Engineered Cytochrome P450 Enzymes,"Su H, Ma G, Liu Y.",Inorg Chem. 2018 Sep 17;57(18):11738-11745. doi: 10.1021/acs.inorgchem.8b01875. Epub 2018 Aug 29.,Su H,Inorg Chem,2018,2018/8/30,,,10.1021/acs.inorgchem.8b01875
30149296,UPLC-MS/MS analysis of dextromethorphan-O-demethylation kinetics in rat brain microsomes,"DuBois BN, Mehvar R.",J Chromatogr B Analyt Technol Biomed Life Sci. 2018 Oct 1;1096:66-72. doi: 10.1016/j.jchromb.2018.08.011. Epub 2018 Aug 18.,DuBois BN,J Chromatogr B Analyt Technol Biomed Life Sci,2018,2018/8/28,,,10.1016/j.jchromb.2018.08.011
30133539,Microsecond MD simulations of human CYP2D6 wild-type and five allelic variants reveal mechanistic insights on the function,"Don CG, Smieško M.",PLoS One. 2018 Aug 22;13(8):e0202534. doi: 10.1371/journal.pone.0202534. eCollection 2018.,Don CG,PLoS One,2018,2018/8/23,PMC6104999,,10.1371/journal.pone.0202534
30125880,Polydopamine functionalized nanoporous graphene foam as nanoreactor for efficient electrode-driven metabolism of steroid hormones,"Xu X, Zheng Q, Bai G, Dai Q, Cao X, Yao Y, Liu S, Yao C.",Biosens Bioelectron. 2018 Nov 15;119:182-190. doi: 10.1016/j.bios.2018.08.009. Epub 2018 Aug 8.,Xu X,Biosens Bioelectron,2018,2018/8/21,,,10.1016/j.bios.2018.08.009
30109903,Enzymatic Amide Tailoring Promotes Retro-Aldol Amino Acid Conversion To Form the Antifungal Agent Aspirochlorine,"Tsunematsu Y, Maeda N, Yokoyama M, Chankhamjon P, Watanabe K, Scherlach K, Hertweck C.",Angew Chem Int Ed Engl. 2018 Oct 22;57(43):14051-14054. doi: 10.1002/anie.201806740. Epub 2018 Sep 24.,Tsunematsu Y,Angew Chem Int Ed Engl,2018,2018/8/16,,,10.1002/anie.201806740
29986417,Quantum Mechanics/Molecular Mechanics Studies on the Relative Reactivities of Compound I and II in Cytochrome P450 Enzymes,"Postils V, Saint-André M, Timmins A, Li XX, Wang Y, Luis JM, Solà M, de Visser SP.",Int J Mol Sci. 2018 Jul 6;19(7):1974. doi: 10.3390/ijms19071974.,Postils V,Int J Mol Sci,2018,2018/7/11,PMC6073316,,10.3390/ijms19071974
29932643,Formation and Cleavage of C-C Bonds by Enzymatic Oxidation-Reduction Reactions,"Guengerich FP, Yoshimoto FK.",Chem Rev. 2018 Jul 25;118(14):6573-6655. doi: 10.1021/acs.chemrev.8b00031. Epub 2018 Jun 22.,Guengerich FP,Chem Rev,2018,2018/6/23,PMC6339258,NIHMS1005799,10.1021/acs.chemrev.8b00031
29875256,Probing the specificity of CYP112 in bacterial gibberellin biosynthesis,"Nagel R, Peters RJ.",Biochem J. 2018 Jul 5;475(13):2167-2177. doi: 10.1042/BCJ20180317.,Nagel R,Biochem J,2018,2018/6/8,PMC6035067,NIHMS976720,10.1042/BCJ20180317
29848168,Limited expression of functional cytochrome p450 2c subtypes in the liver and small intestine of domestic cats,"Ono Y, Sugiyama S, Matsushita M, Kitazawa T, Amano T, Uno Y, Ikushiro S, Teraoka H.",Xenobiotica. 2019 Jun;49(6):627-635. doi: 10.1080/00498254.2018.1483543. Epub 2018 Jul 13.,Ono Y,Xenobiotica,2019,2018/6/1,,,10.1080/00498254.2018.1483543
29784821,Characterization of gossypol biosynthetic pathway,"Tian X, Ruan JX, Huang JQ, Yang CQ, Fang X, Chen ZW, Hong H, Wang LJ, Mao YB, Lu S, Zhang TZ, Chen XY.",Proc Natl Acad Sci U S A. 2018 Jun 5;115(23):E5410-E5418. doi: 10.1073/pnas.1805085115. Epub 2018 May 21.,Tian X,Proc Natl Acad Sci U S A,2018,2018/5/23,PMC6003316,,10.1073/pnas.1805085115
29770981,A Dehydrogenase Dual Hydrogen Abstraction Mechanism Promotes Estrogen Biosynthesis: Can We Expand the Functional Annotation of the Aromatase Enzyme?,"Spinello A, Pavlin M, Casalino L, Magistrato A.",Chemistry. 2018 Jul 25;24(42):10840-10849. doi: 10.1002/chem.201802025. Epub 2018 Jun 25.,Spinello A,Chemistry,2018,2018/5/18,,,10.1002/chem.201802025
29770107,Murburn Concept: A Molecular Explanation for Hormetic and Idiosyncratic Dose Responses,"Parashar A, Gideon DA, Manoj KM.",Dose Response. 2018 May 9;16(2):1559325818774421. doi: 10.1177/1559325818774421. eCollection 2018 Apr-Jun.,Parashar A,Dose Response,2018,2018/5/18,PMC5946624,,10.1177/1559325818774421
29766657,Drug-drug interaction and doping: Effect of non-prohibited drugs on the urinary excretion profile of methandienone,"Mazzarino M, Khevenhüller-Metsch FL, Fiacco I, Parr MK, de la Torre X, Botrè F.",Drug Test Anal. 2018 Oct;10(10):1554-1565. doi: 10.1002/dta.2406. Epub 2018 Jul 1.,Mazzarino M,Drug Test Anal,2018,2018/5/17,,,10.1002/dta.2406
29746911,"N-demethylation of N-methyl-4-aminoantipyrine, the main metabolite of metamizole","Bachmann F, Duthaler U, Rudin D, Krähenbühl S, Haschke M.",Eur J Pharm Sci. 2018 Jul 30;120:172-180. doi: 10.1016/j.ejps.2018.05.003. Epub 2018 May 8.,Bachmann F,Eur J Pharm Sci,2018,2018/5/11,,,10.1016/j.ejps.2018.05.003
29738669,CypReact: A Software Tool for in Silico Reactant Prediction for Human Cytochrome P450 Enzymes,"Tian S, Djoumbou-Feunang Y, Greiner R, Wishart DS.",J Chem Inf Model. 2018 Jun 25;58(6):1282-1291. doi: 10.1021/acs.jcim.8b00035. Epub 2018 May 18.,Tian S,J Chem Inf Model,2018,2018/5/9,,,10.1021/acs.jcim.8b00035
29718548,Heterologous Biosynthesis of Fungal Indole Sesquiterpene Sespendole,"Kudo K, Liu C, Matsumoto T, Minami A, Ozaki T, Toshima H, Gomi K, Oikawa H.",Chembiochem. 2018 Jul 16;19(14):1492-1497. doi: 10.1002/cbic.201800187. Epub 2018 Jun 19.,Kudo K,Chembiochem,2018,2018/5/3,,,10.1002/cbic.201800187
29697903,An Isotopic Labelling Strategy to Study Cytochrome P450 Oxidations of Terpenes,"Rinkel J, Litzenburger M, Bernhardt R, Dickschat JS.",Chembiochem. 2018 Jul 16;19(14):1498-1501. doi: 10.1002/cbic.201800215. Epub 2018 Jun 7.,Rinkel J,Chembiochem,2018,2018/4/27,,,10.1002/cbic.201800215
29663675,A Stable Artificial Multienzymatic Complex Using a Heterotrimeric Protein From Metallosphaera sedula,"Iwata F, Hirakawa H, Nagamune T.",Biotechnol J. 2018 Nov;13(11):e1700662. doi: 10.1002/biot.201700662. Epub 2018 Apr 30.,Iwata F,Biotechnol J,2018,2018/4/18,,,10.1002/biot.201700662
29632883,Diverse Engineered Heme Proteins Enable Stereodivergent Cyclopropanation of Unactivated Alkenes,"Knight AM, Kan SBJ, Lewis RD, Brandenberg OF, Chen K, Arnold FH.",ACS Cent Sci. 2018 Mar 28;4(3):372-377. doi: 10.1021/acscentsci.7b00548. Epub 2018 Feb 21.,Knight AM,ACS Cent Sci,2018,2018/4/11,PMC5879470,,10.1021/acscentsci.7b00548
29630053,Formation of Covalent DNA Adducts by Enzymatically Activated Carcinogens and Drugs In Vitro and Their Determination by 32P-postlabeling,Stiborova M.,J Vis Exp. 2018 Mar 20;(133):57177. doi: 10.3791/57177.,Stiborova M,J Vis Exp,2018,2018/4/10,PMC5933224,,10.3791/57177
29568477,MD simulations and QM/MM calculations show that single-site mutations of cytochrome P450(BM3) alter the active site's complexity and the chemoselectivity of oxidation without changing the active species,"Dubey KD, Wang B, Vajpai M, Shaik S.",Chem Sci. 2017 Aug 1;8(8):5335-5344. doi: 10.1039/c7sc01932g. Epub 2017 Jun 13.,Dubey KD,Chem Sci,2017,2018/3/24,PMC5851339,,10.1039/c7sc01932g
29527583,ROLE OF CYTOCHROME P450S IN THE GENERATION AND METABOLISM OF REACTIVE OXYGEN SPECIES,"Veith A, Moorthy B.",Curr Opin Toxicol. 2018 Feb;7:44-51. doi: 10.1016/j.cotox.2017.10.003. Epub 2017 Oct 12.,Veith A,Curr Opin Toxicol,2018,2018/3/13,PMC5841237,NIHMS919414,10.1016/j.cotox.2017.10.003
29508210,Biochemical Characterization of the Cytochrome P450 CYP107CB2 from Bacillus lehensis G1,"Ang SS, Salleh AB, Chor LT, Normi YM, Tejo BA, Rahman MBA, Fatima MA.",Protein J. 2018 Apr;37(2):180-193. doi: 10.1007/s10930-018-9764-z.,Ang SS,Protein J,2018,2018/3/7,,,10.1007/s10930-018-9764-z
29479714,Conversion of carlactone to carlactonoic acid is a conserved function of MAX1 homologs in strigolactone biosynthesis,"Yoneyama K, Mori N, Sato T, Yoda A, Xie X, Okamoto M, Iwanaga M, Ohnishi T, Nishiwaki H, Asami T, Yokota T, Akiyama K, Yoneyama K, Nomura T.",New Phytol. 2018 Jun;218(4):1522-1533. doi: 10.1111/nph.15055. Epub 2018 Feb 26.,Yoneyama K,New Phytol,2018,2018/2/27,,,10.1111/nph.15055
29477859,Bioamination of alkane with ammonium by an artificially designed multienzyme cascade,"Yu HL, Li T, Chen FF, Luo XJ, Li A, Yang C, Zheng GW, Xu JH.",Metab Eng. 2018 May;47:184-189. doi: 10.1016/j.ymben.2018.02.009. Epub 2018 Feb 22.,Yu HL,Metab Eng,2018,2018/2/26,,,10.1016/j.ymben.2018.02.009
29417863,"Marmoset cytochrome P450 2B6, a propofol hydroxylase expressed in liver","Oshio T, Uehara S, Uno Y, Inoue T, Sasaki E, Yamazaki H.",Xenobiotica. 2019 Mar;49(3):265-269. doi: 10.1080/00498254.2018.1439204. Epub 2018 Feb 21.,Oshio T,Xenobiotica,2019,2018/2/9,,,10.1080/00498254.2018.1439204
